address,age,bedroom,date,facilities,floor,func,latitude,longitude,meterage,parking,price,price_per_meter,properties,title,type,,,
تهران ، منطقه 3 ، بلوار میرداماد," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.7608959577781,51.427903175354,"2, 3, 0",3,44.9 میلیارد,195 میلیون,مسکونی,میرداماد نفت 230 متر/  4 خواب/ فرعی تاپ منطقه,مسکونی,,,
تهران ، منطقه 3 ، ظفر," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7661542393973,51.4334392547607,"1, 0, 3",1,16.5 میلیارد,160 میلیون,مسکونی,ظفر 103 متر نوساز/ 2 کله  2 بر/ نور شمال و جنوب,مسکونی,,,
تهران ، منطقه 3 ، ظفر,"3, 0",1,,,,آپارتمان/برج,35.7632010386889,51.4332576523583,"6, 5",1,4.9 میلیارد,77 میلیون,مسکونی,فروش آپارتمان/برج 1 خوابه در ظفر ,مسکونی,,,
تهران ، منطقه 4 ، حسین اباد - مبارک اباد," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7615652315307,51.4750132966351,"1, 0, 3",1,12.4 میلیارد,120 میلیون,مسکونی,فروش آپارتمان2 خواب رونیکا پالاس هروی,مسکونی,,,
تهران ، منطقه 22 ، هوانیروز," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7404265950855,51.2503447358588,"1, 7, 0",1,17.9 میلیارد,105 میلیون,مسکونی,فروش آپارتمان هوشمند 170 متری در مجلل ترین برج باغ هوانیروز,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,"1, 5",3,,,,آپارتمان/برج,35.821169511427,51.4719743623304,"2, 3, 0",2,34.5 میلیارد,150 میلیون,مسکونی,230متر نیاوران /فول مشاعات/ارزنده ,مسکونی,,,
تهران ، منطقه 3 ، بلوار میرداماد,"1, 7",3,,,,آپارتمان/برج,35.7608959577781,51.427903175354,"1, 5, 5","1, 1",17.5 میلیارد,113 میلیون,مسکونی,میرداماد 155 متر/ امکانات کامل/ استاندارد منطقه,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,7,2,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"8, 6",1,13.5 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در قیطریه,مسکونی,,,
تهران ، منطقه 1 ، چیذر,"1, 1",2,,,,آپارتمان/برج,35.7986712611053,51.4549203549893,"1, 2, 6",1,0,,مسکونی,فروش آپارتمان/برج 2 خوابه در چیذر,مسکونی,,,
تهران ، منطقه 7 ، شریعتی - ملک,2,1,,,,آپارتمان/برج,35.7202025665857,51.4341817976736,"7, 8",1,10.9 میلیارد,,مسکونی,فروش آپارتمان/برج 1 خوابه در شریعتی - ملک,مسکونی,,,
تهران ، منطقه 1 ، الهیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7957687616569,51.4233424660988,"2, 0, 0",1,29 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در الهیه ,مسکونی,,,
تهران ، منطقه 1 ، فرشته," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.7957687616569,51.4233424660988,"3, 6, 0"," , پ, ا, ر, ک, ی, ن, گ",105 میلیارد,,مسکونی,فروش آپارتمان/برج 4 خوابه در فرشته ,مسکونی,,,
تهران ، منطقه 1 ، الهیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7905526616247,51.4265938910746,"1, 7, 0",2,37.4 میلیارد,220 میلیون,مسکونی,الهیه 170 متر 3 خواب 3 جهت ویو ,مسکونی,,,
تهران ، منطقه 1 ، فرشته," , س, ا, ل, ه",5,,,,آپارتمان/برج,35.7957687616569,51.4233424660988,"4, 2, 0",3,150 میلیارد,,مسکونی,فروش آپارتمان/برج 5 خوابه در فرشته ,مسکونی,,,
تهران ، منطقه 1 ، فرشته,8,3,,,,آپارتمان/برج,35.7957687616569,51.4233424660988,"2, 3, 0",1,40 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در فرشته ,مسکونی,,,
تهران ، منطقه 3 ، جردن," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"8, 6",1,14.6 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، ونک," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"7, 5"," , پ, ا, ر, ک, ی, ن, گ",6.5 میلیارد,,مسکونی,فروش آپارتمان/برج 1 خوابه در ونک ,مسکونی,,,
تهران ، منطقه 3 ، ونک," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"1, 3, 0",1,7.8 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در ونک ,مسکونی,,,
تهران ، منطقه 3 ، ونک,"1, 3",2,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"9, 0",1,10.3 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در ونک,مسکونی,,,
تهران ، منطقه 3 ، دولت - کلاهدوز,8,4,,,,آپارتمان/برج,35.7726806639497,51.4573446103211,"2, 8, 1",2,0,,مسکونی,فروش آپارتمان/برج 4 خوابه در دولت - کلاهدوز,مسکونی,,,
تهران ، منطقه 3 ، ونک,"1, 3",2,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"7, 5",1,11 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در ونک,مسکونی,,,
تهران ، منطقه 3 ، جردن,"1, 9",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"1, 1, 5",1,13.6 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، ونک,2,8,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"4, 4, 0",1,66 میلیارد,,مسکونی,فروش آپارتمان/برج 8 خوابه در ونک,مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7487281733429,51.404283086845,"1, 0, 5",1,13.1 میلیارد,125 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در یوسف اباد ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 2",3,,,,آپارتمان/برج,35.7903639269828,51.4451736631386,"1, 1, 5",1,23.9 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در قیطریه,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,"3, 0",3,,,,آپارتمان/برج,35.8170283578719,51.473684941035,"1, 5, 0",1,22 میلیارد,150 میلیون,مسکونی,"نیاوران,150متر,قدرالسهمی",مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد,"3, 0",2,,,,آپارتمان/برج,35.7302477947056,51.4022690828836,"1, 1, 0",1,14 میلیارد,127 میلیون,مسکونی,فروش آپارتمان/برج در یوسف اباد ,مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد,"2, 0",2,,,,آپارتمان/برج,35.7297608071557,51.3947348547033,"1, 1, 0",1,11.8 میلیارد,107 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در یوسف اباد ,مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد,"3, 0",3,,,,آپارتمان/برج,35.7412037874518,51.4020469950821,"2, 4, 0",1,19.2 میلیارد,80 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در یوسف اباد ,مسکونی,,,
تهران ، منطقه 6 ، یوسف اباد,8,1,,,,آپارتمان/برج,35.7477908617686,51.4040193710186,"5, 5",1,7.5 میلیارد,133 میلیون,مسکونی,فروش آپارتمان/برج 1 خوابه در یوسف اباد ,مسکونی,,,
تهران ، منطقه 1 ، شمال کاخ - نیاوران‎,"1, 2",3,,,,آپارتمان/برج,35.8166462179333,51.4708928509114,"2, 0, 0",2,34 میلیارد,170 میلیون,مسکونی,200متر نیاوران شمال کاخ فول مشاعات ,مسکونی,,,
تهران ، منطقه 3 ، شیخ بهایی‎,7,3,,,,آپارتمان/برج,35.7702448478125,51.3913764318718,"1, 4, 5",1,21 میلیارد,,مسکونی,فروش آپارتمان/برج 3 خوابه در شیخ بهایی‎,مسکونی,,,
تهران ، منطقه 3 ، دروس,"1, 4",2,,,,آپارتمان/برج,35.7726806639497,51.4573446103211,"1, 1, 0",1,12.6 میلیارد,,مسکونی,"دروس یخچال 110متر با استخر وسونا
",مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"7, 1",1,7.5 میلیارد,106 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در بلوار فردوس غربی - منطقه 5 ,مسکونی,,,
تهران ، منطقه 3 ، جردن,"1, 2",3,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"1, 8, 0",2,28.8 میلیارد,,مسکونی,180 متر شمال جردن  تک واحدی دو پارکینگ سندی ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 5",3,,,,آپارتمان/برج,35.7892314491725,51.4439370963662,"1, 7, 3",1,34.1 میلیارد,197 میلیون,مسکونی,فروش آپارتمان3 خوابه  در  قیطریه - منطقه 1 ,مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی,9,2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"9, 0",1,8.3 میلیارد,92 میلیون,مسکونی,90متر دو خواب/آگهی کاملا واقعی/عکسها متعلق به واحد/دو نبش غرق درآفتاب,مسکونی,,,
تهران ، منطقه 2 ، پونک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7791540376384,51.3381413200206,"1, 0, 6",1,14.3 میلیارد,135 میلیون,مسکونی,106 متر 2خواب تاپ لوکیشن پونک/ پرداخت شناور,مسکونی,,,
تهران ، منطقه 3 ، دولت - کلاهدوز," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7803417679112,51.4528983096027,"1, 7, 0",1,30 میلیارد,176.5 میلیون,مسکونی,فروش آپارتمان3 خوابه در دولت - کلاهدوز - منطقه 3 ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7938273702443,51.4409174496705,"1, 1, 7",2,0,,مسکونی,فروش آپارتمان قیطریه 117 متر 2 خواب تراس میز خور,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,"1, 5",2,,,,آپارتمان/برج,35.7941788881321,51.4407661908503,"1, 1, 0",1,15.4 میلیارد,140 میلیون,مسکونی,قیطریه 110 متر چند ساله طبقه آخر,مسکونی,,,
تهران ، منطقه 5 ، شهر زیبا,"1, 8",2,,,,آپارتمان/برج,35.7496515450967,51.2942885537481,"1, 0, 5",1,8.6 میلیارد,,مسکونی,"105متر,آپارتمانی در قلب آلاله شرقی",مسکونی,,,
تهران ، منطقه 22 ، هوانیروز," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.74175693472,51.2285028442785,"1, 0, 8",1,10.8 میلیارد,100 میلیون,مسکونی,پیش فروش آپارتمان/برج 2 خوابه در هوانیروز - منطقه 22 ,مسکونی,,,
تهران ، منطقه 1 ، نیاوران,6,3,,,,آپارتمان/برج,35.8119191049446,51.4675585207739,"3, 3, 7",3,66 میلیارد,195 میلیون,مسکونی,نیاوران 337 متری سه جهت ویو,مسکونی,,,
تهران ، منطقه 2 ، مرزداران شرقی," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7389871864028,51.3541715752558,"1, 0, 0",1,11.8 میلیارد,,مسکونی,100متری سازه بدون مشابه ,مسکونی,,,
تهران ، منطقه 4 ، خواجه عبدالله انصاری," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7446942105255,51.4553276726591,"1, 0, 3",2,15.7 میلیارد,152 میلیون,مسکونی,آپارتمان 103 متر*2پارکینگ رو به آفتاب*خواجه عبدالله ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 5",3,,,,آپارتمان/برج,35.7836190786702,51.364821726573,"1, 8, 0",1,34.2 میلیارد,190 میلیون,مسکونی,فروش آپارتمان/برج 3 خوابه در سعادت اباد ,مسکونی,,,
تهران ، منطقه 5 ، پونک شمالی," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7614575339356,51.3350380962056,"1, 2, 0",1,15.6 میلیارد,130 میلیون,مسکونی,فروش برج 120 متری/برند لاکچری/فول مشاعات/سرمایه گذاری,مسکونی,,,
تهران ، منطقه 2 ، مرزداران غربی,1,2,,,,آپارتمان/برج,35.745959144704,51.3479315855668,"9, 0",1,11.7 میلیارد,130 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در مرزداران غربی - منطقه 2 ,مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی,"1, 0",2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"1, 0, 1",1,10.6 میلیارد,,مسکونی,101متری  طبقه پنجم  سرمایه گذاری ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"1, 2",3,,,,آپارتمان/برج,35.7925359824974,51.3891198491009,"2, 3, 0",2,51 میلیارد,220 میلیون,مسکونی,آپارتمان 230 متر فول مشاعات آبی ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7906259030123,51.4501207658766,"1, 2, 0",2,0,,مسکونی,آپارتمان 120 متر 2 خواب ویو جنگل تراس چیدمانی,مسکونی,,,
تهران ، منطقه 3 ، جردن,"2, 0",2,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"1, 0, 5",1,15.5 میلیارد,,مسکونی,فروش آپارتمان 105 متری جردن منور از  جنوب,مسکونی,,,
تهران ، منطقه 3 ، جردن,"2, 7",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"1, 1, 0",1,14 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، جردن,"3, 0",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"1, 0, 0",1,13 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، جردن,"1, 7",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"9, 0",1,14 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، جردن,"2, 0",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"1, 1, 0",1,15.5 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، جردن,"1, 6",2,,,,آپارتمان/برج,35.7757218150392,51.4214436850269,"1, 0, 5",1,14 میلیارد,,مسکونی,فروش آپارتمان 105 متری جردن لوکیشن ناب,مسکونی,,,
تهران ، منطقه 3 ، جردن," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"8, 0",1,14 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در جردن,مسکونی,,,
تهران ، منطقه 3 ، جردن," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.780667170768,51.4199222048241,"1, 0, 0",1,21.8 میلیارد,,مسکونی,فروش آپارتمان 100 متری جردن لوکیشن ویژه,مسکونی,,,
تهران ، منطقه 22 ، ابشار," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7606787414692,51.2235701271845,"1, 0, 0",1,12 میلیارد,120 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در ابشار - منطقه 22 رونیکا پالاسس آبشار,مسکونی,,,
تهران ، منطقه 22 ، کوهک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7216906700859,51.2340788695922,"1, 0, 0",1,10 میلیارد,100 میلیون,مسکونی,پیش فروش واحد های بی نظیر منطقه 22,مسکونی,,,
تهران ، منطقه 21 ، تهرانسر," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.6903410878292,51.2524856322292,"1, 0, 0",1,0,,مسکونی,پیش فروش / رونیکا پالاس تهرانسر ,مسکونی,,,
تهران ، منطقه 4 ، حسین اباد - مبارک اباد," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7863411354802,51.4904827850025,"1, 9, 5",1,23.4 میلیارد,120 میلیون,مسکونی,آپارتمان خوش نقشه سه خواب رونیکا پالاس هروی ,مسکونی,,,
تهران ، منطقه 22 ، کوهک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7203156922218,51.2283043163741,"1, 0, 3",1,10.3 میلیارد,100 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در رونیکا پالاس کوهک  ,مسکونی,,,
تهران ، منطقه 22 ، کوهک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7339834554807,51.2342007587898,"1, 0, 0",1,10 میلیارد,100 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در کوهک - منطقه 22رونیکا پالاس کوهک,مسکونی,,,
تهران ، منطقه 4 ، حسین اباد - مبارک اباد," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.770547467056,51.474599017868,"1, 4, 0",1,16.8 میلیارد,120 میلیون,مسکونی,فروش رونیکا پالاس هروی,مسکونی,,,
تهران ، منطقه 22 ، کوهک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7215034775675,51.2203791114502,"1, 0, 0",2,8.5 میلیارد,85 میلیون,مسکونی,100متر / آسمان خراش فاخر و هوشمند / سرمایه گذاری,مسکونی,,,
تهران ، منطقه 5 ، اباذر,5,3,,,,آپارتمان/برج,35.7311836250836,51.3328440318462,"1, 5, 0",1,17.2 میلیارد,,مسکونی,فروش آپارتمان/ 3 خوابه تکواحدی گلستانها در اباذر - منطقه 5 ,مسکونی,,,
تهران ، منطقه 5 ، اباذر," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7349178756612,51.3313265029787,"1, 2, 0",1,15.7 میلیارد,131 میلیون,مسکونی,120متر در برج مجلل ملودی پارک/قوی ترین برج اباذر/مختص لوکس نشینان,مسکونی,,,
تهران ، منطقه 4 ، شمس اباد - مجیدیه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7451441681255,51.476327454867,"8, 5",1,8.5 میلیارد,100 میلیون,مسکونی,85متر/ نگین شمس آباد /بدون مشابه / آماده ی سکونت,مسکونی,,,
تهران ، منطقه 10 ، جیحون,"1, 0",1,,,,آپارتمان/برج,35.6985013590862,51.3630151748657,"5, 8",1,3.6 میلیارد,,مسکونی,فروش58متر فول با پارکینگ سندی وغیر مزاحم ,مسکونی,,,
تهران ، منطقه 5 ، فردوس,"1, 6",2,,,,آپارتمان/برج,35.7169552854466,51.3296175355555,"1, 1, 0",1,9.7 میلیارد,88 میلیون,مسکونی,110متر دو خواب/طبقه ششم ویو عالی از دو جهت/سالن پرده خور با پنجره قدی,مسکونی,,,
تهران ، منطقه 3 ، دولت - کلاهدوز,"1, 8",3,,,,آپارتمان/برج,35.7803417679112,51.4528983096027,"1, 7, 0",2,21.3 میلیارد,125 میلیون,مسکونی,دولت حسام عراقی 170 متر 3 خواب فول مشاعات آبی فعال,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7874882282111,51.4399818634499,"1, 0, 2",1,18.4 میلیارد,180 میلیون,مسکونی,قیطریه جهانتاب 102 متر 2 خواب مستر تراس چیدمانی متریال وارداتی,مسکونی,,,
تهران ، منطقه 1 ، قیطریه,1,3,,,,آپارتمان/برج,35.7872507108964,51.4419479760573,"1, 6, 8",2,38.6 میلیارد,230 میلیون,مسکونی,جهانتاب 168 متر 3 خواب ویو ابدی تهران و آفتابگیر,مسکونی,,,
تهران ، منطقه 5 ، سردار جنگل," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7641693659824,51.3264942169189,"1, 2, 5",1,17.5 میلیارد,140 میلیون,مسکونی,فروش  آپارتمان 125 متری /نوساز  /خوش نقشه/ سردار جنگل ,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",4,,,,آپارتمان/برج,35.78925656006,51.4383871916694,"2, 3, 8",3,53.5 میلیارد,225 میلیون,مسکونی,جهانتاب میدان نیلی 238 متر 4 خواب 3 کینگ مستر فول مشاعات آبی,مسکونی,,,
تهران ، منطقه 22 ، کوهک," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7293759832115,51.2347518316188,"1, 5, 0",1,15.8 میلیارد,105 میلیون,مسکونی,کاخ نشینی 150 متری در مجلل ترین برج باغ منطقه,مسکونی,,,
تهران ، منطقه 1 ، قیطریه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7918202878518,51.4353008795189,"2, 3, 7",2,0,,مسکونی,فروش آپارتمان قیطریه 237 متر 3 خواب پ,مسکونی,,,
تهران ، منطقه 1 ، فرمانیه," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7964390467276,51.4653775649168,"2, 3, 5",3,65.6 میلیارد,279 میلیون,مسکونی,فروش آپارتمان فرمانیه 235 متر 3 خواب چشم‌انداز ابدی ,مسکونی,,,
تهران ، منطقه 2 ، پونک," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7665656874167,51.3394660957008,"1, 0, 1",1,13.6 میلیارد,135 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در پونک / اقساط طولانی مدت,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,"1, 7",1,,,,آپارتمان/برج,35.7246718639996,51.2991097837333,"6, 5",1,6.2 میلیارد,,مسکونی,فروش آپارتمان/برج 1 خوابه در سازمان برنامه جنوبی ,مسکونی,,,
تهران ، منطقه 22 ، بلوار کوهک," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7274168332033,51.2461473266663,"1, 5, 0",1,15.8 میلیارد,105 میلیون,مسکونی,کاخ نشینی 150 متری در مجلل ترین برج باغ منطقه/ کوهک,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه مرکزی,"1, 7",2,,,,آپارتمان/برج,35.7310265969368,51.3013949214506,"7, 8",1,6.5 میلیارد,,مسکونی,فروش آپارتمان/برج 2 خوابه در سازمان برنامه مرکزی ,مسکونی,,,
تهران ، منطقه 22 ، کوهک - بهاران," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7280136630564,51.2462467996634,"1, 5, 0",1,15.8 میلیارد,105 میلیون,مسکونی,کاخ نشینی 150 متری در مجلل ترین برج باغ منطقه/ کوهک,مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی,"1, 0",2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"9, 0",1,8.3 میلیارد,92 میلیون,مسکونی,90 متر دو خواب طبقه چهارم/بهترین طبقه فول امکانات سالن پرده خور ,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت," , س, ا, ل, ه",1,,,,آپارتمان/برج,35.7964448615176,51.3411454203866,"6, 3",1,8.2 میلیارد,130 میلیون,مسکونی,زندگی  در قصر منطقه  5 /  فروش آپارتمان 63متری ,مسکونی,,,
تهران ، منطقه 5 ، فردوس,"1, 2",2,,,,آپارتمان/برج,35.720427868465,51.3098295951682,"8, 0",1,6.6 میلیارد,82 میلیون,مسکونی,تنها 80 متری زیر قیمت در باوار فردوس/اولویت با اولین تماس گیرنده,مسکونی,,,
تهران ، منطقه 5 ، شهرک نفت," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7964448615176,51.3411454203866,"8, 6",1,8.8 میلیارد,,مسکونی,زندگی  در قصر منطقه  5 /  فروش آپارتمان 63متری ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه شمالی,"1, 0",2,,,,آپارتمان/برج,35.733647805042,51.3008913823704,"8, 0",1,7.6 میلیارد,95 میلیون,مسکونی,80 متر / لوکیشن اعیان نشین / زیر قیمت منطقه / سازمان برنامه,مسکونی,,,
تهران ، منطقه 2 ، کوهستان - فرحزادی,"1, 8",3,,,,آپارتمان/برج,35.7789328522754,51.3564223051071,"1, 6, 0",2,0,,مسکونی,فروش آپارتمان/برج 3 خوابه در کوهستان - فرحزادی - منطقه 2,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,"2, 0",4,,,,آپارتمان/برج,35.7865920717211,51.3729301281273,"2, 1, 0",1,21 میلیارد,100 میلیون,مسکونی,210 متر برج 4 خواب سعادت اباد,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب,"2, 5",3,,,,آپارتمان/برج,35.7603251535872,51.3749554275369,"1, 4, 6",2,11.7 میلیارد,80 میلیون,مسکونی,146 متر خواب مستر با حیاط مشجر ,مسکونی,,,
تهران ، منطقه 2 ، سعادت اباد,5,3,,,,آپارتمان/برج,35.7840448765828,51.3770998476809,"1, 1, 0",1,8.3 میلیارد,75 میلیون,مسکونی,110 متر 3 خواب کم واحد ,مسکونی,,,
تهران ، منطقه 22 ، دهکده المپیک," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7618664015282,51.2404939469852,"1, 5, 0",1,15.8 میلیارد,105 میلیون,مسکونی,کاخ نشینی 150 متری در مجلل ترین برج باغ منطقه/ دهکده المپیک,مسکونی,,,
تهران ، منطقه 22 ، ابشار - دهکده المپیک," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.762114795721,51.2351274490357,"1, 5, 0",1,15.8 میلیارد,105 میلیون,مسکونی,کاخ نشینی 150 متری در مجلل ترین برج باغ منطقه/ دهکده المپیک,مسکونی,,,
تهران ، منطقه 5 ، پونک جنوبی,"1, 7",2,,,,آپارتمان/برج,35.7600520582411,51.3252217345357,"8, 2",1,5.7 میلیارد,70 میلیون,مسکونی,82متر  / لوکیشن دنج و اعیان نشین / زیر قیمت منطقه,مسکونی,,,
تهران ، منطقه 4 ، هروی," , س, ا, ل, ه",2,,,,آپارتمان/برج,35.7677173625627,51.4762009335432,"1, 2, 0",1,14.4 میلیارد,120 میلیون,مسکونی,فروش آپارتمان/برج 2 خوابه در هروی - منطقه 4 رونیکا پالاس هروی,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه جنوبی,"1, 4",2,,,,آپارتمان/برج,35.7239689806382,51.297880407114,"7, 6",1,6.5 میلیارد,85 میلیون,مسکونی,76متر / دوخواب           مخصوص  سخت پسندان/ شقایق‌جنوب ,مسکونی,,,
تهران ، منطقه 5 ، بلوار فردوس غربی,"1, 7",2,,,,آپارتمان/برج,35.7314908684704,51.2877201856514,"8, 5",1,6.3 میلیارد,74 میلیون,مسکونی,85 متر / بدون مشابه قیمتی / فول امکانات / بلوار فردوس ,مسکونی,,,
تهران ، منطقه 2 ، شهرک غرب," , س, ا, ل, ه",3,,,,آپارتمان/برج,35.7531728701268,51.3730682308204,"1, 6, 4",2,33.3 میلیارد,203 میلیون,مسکونی,آپارتمان 161 متر / 3 خواب/ 2 نبش,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه شمالی,"1, 2",2,,,,آپارتمان/برج,35.7367654341406,51.3066918160859,"7, 6",1,7.6 میلیارد,100 میلیون,مسکونی,بهترین ها را انتخاب کنید ,مسکونی,,,
تهران ، منطقه 5 ، سازمان برنامه شمالی,"1, 3",2,,,,آپارتمان/برج,35.7367654341406,51.3066918160859,"5, 8",1,5.2 میلیارد,90 میلیون,مسکونی,مناسب برای خانه‌اولی ها,مسکونی,,,
تهران ، منطقه 5 ، اباذر,"1, 8",2,,,,آپارتمان/برج,35.7287548077589,51.3301209507675,"6, 3",1,4.7 میلیارد,75 میلیون,مسکونی,63 متر / قوی ترین لوکیشن / روبه آفتاب / اباذر ,مسکونی,,,
تهران ، منطقه 5 ، سردار جنگل,9,2,,,,آپارتمان/برج,35.7641693659824,51.3264942169189,"7, 8",1,8.4 میلیارد,108 میلیون,مسکونی,78متر/2خواب/خوش نقشه/وام اولی /کارشناس اردهالی ,مسکونی,,,
